"Date","Text","Link","Media URL","Title","Label","Alt text(s)","Comment(s)","Pin board, FB album, or Google category","Post subtype - I.e. story, reel, PDF ..","CTA - For Facebook links or Google"
"2026/05/18 07:00","The most complete men's wellness system built for 45-55 is here.

The Complete Reclaim Reset Bundle.

Everything you need to restore testosterone, energy, focus, and strength — in one integrated system:

🎓 The Masterclass — $149 value
🧠 The Midlife Mindset Code — $39 value
🥩 Testosterone & Stamina Meal Plan — $39 value
💪 Strength, Density & Longevity — $39 value
😴 The Sleep Recovery Protocol — $39 value
📋 The Midlife Wellness Planner — $19 value

Total value: $324
Bundle price: $249 — Save $75

This is not a collection of random guides. This is a complete methodology. One integrated system.

For the man who is done accepting less than his best.

🔥 Complete Reclaim Reset Bundle → $249
rivitalize.gumroad.com/l/nxqlwr

Link in bio.

#ReclaimAndRise #MenOver45 #MidlifeMen #RecoverYourDrive #TestosteroneHealth #MensWellness #MensHealth #MidlifeRecalibration #MenWhoThrive #StrengthAtMidlife #RecoverStrong #MidlifeReset #MensTransformation #ReclaimResetBundle #AlexanderWellness","","https://alexanderwellness.github.io/reclaim-and-rise-now/poster-web.jpg","","","","","","Reel",""
"2026/05/20 08:00","Everything starts in the mind.

Not the gym. Not the kitchen. The mind.

Here's the neuroscience most men ignore:

Chronic negative thought patterns → elevated cortisol.
Elevated cortisol → suppressed testosterone.
Suppressed testosterone → every symptom you're experiencing.

You cannot supplement your way out of a stressed nervous system.

The Midlife Mindset Code is a 30-day evidence-based mental recalibration:

✅ Week 1: Identify the 3 thought patterns destroying your hormones
✅ Week 2: Proven cognitive techniques to break the cortisol loop
✅ Week 3: Build the identity of the man you intend to become
✅ Week 4: Lock in the mental infrastructure for sustained performance

This is not journaling. This is neuroscience applied.

🧠 The Midlife Mindset Code → $39
rivitalize.gumroad.com/l/mindset-reset

Link in bio.

#MidlifeMindsetCode #MensMindset #MenOver45 #MindsetReset #MindsetAndTestosterone #ReclaimAndRise #MidlifeMen #MensHealth #NeuroscienceMindset #MindsetShift #MenWhoThrive #MidlifeRecalibration #MentalStrength #MindsetCode #AlexanderWellness","","https://images.pexels.com/photos/3184418/pexels-photo-3184418.jpeg?auto=compress&cs=tinysrgb&w=1080&h=1080&dpr=1","","","","","","Photo",""
"2026/05/22 07:00","What you ate today set your testosterone for tomorrow.

Most men over 45 are unknowingly eating in ways that suppress testosterone every single day.

Processed seed oils → estrogen spike.
Refined carbs → cortisol elevation.
Zinc and magnesium deficiency → testosterone tanks.

The Testosterone & Stamina Meal Plan is 28 days of food that works WITH your male biology:

🥩 6 foods that directly fuel testosterone production
❌ 8 foods that destroy male hormones after 45
🛒 Weekly shopping lists — zero guesswork
🍳 30-minute or less prep for busy men
⏱️ Meal timing protocol for peak hormone release

This is not a diet. This is a hormonal recalibration through food.

The weight loss is just a side effect.

🥩 28 days of testosterone-supporting meals → $39
rivitalize.gumroad.com/l/hormone-meal-plan

Link in bio.

#TestosteroneFood #StaminaMealPlan #MenOver45 #HormoneNutrition #TestosteroneDiet #ReclaimAndRise #MidlifeMen #MensHealth #EatForHormones #MealPlanForMen #MenWhoThrive #MidlifeNutrition #28DayMealPlan #FoodAsMedicine #AlexanderWellness","","https://images.pexels.com/photos/1640773/pexels-photo-1640773.jpeg?auto=compress&cs=tinysrgb&w=1080&h=1080&dpr=1","","","","","","Reel",""
"2026/05/24 09:00","Three signs you're not operating at your potential:

1. You need caffeine just to feel baseline — not to perform, just to feel human.

2. The drive that built your career and your family feels dimmer. You have to push for what used to be automatic.

3. Small things trigger a level of irritation that surprises even you.

This isn't burnout. This isn't weakness.

This is testosterone decline compounded by cortisol overload — the two-headed issue hitting nearly every high-performing man in his late 40s and early 50s.

And it responds to strategy.

The Complete Reclaim Reset Bundle covers all of it:

The Masterclass tells you why. The four protocols fix it. The Planner tracks your progress.

💥 Complete system → $249
rivitalize.gumroad.com/l/nxqlwr

Link in bio.

#MensPerformance #MenOver45 #3Signs #OperateAtYourBest #ReclaimAndRise #MidlifeMen #MensHealth #TestosteroneDecline #HighPerformanceMen #MidlifeRecalibration #MenWhoThrive #RecoverYourDrive #MidlifeSignals #MensRecalibration #AlexanderWellness","","https://images.pexels.com/photos/2379004/pexels-photo-2379004.jpeg?auto=compress&cs=tinysrgb&w=1080&h=1080&dpr=1","","","","","","Photo",""
"2026/05/26 07:00","The most powerful longevity tool ever discovered isn't a supplement.

It's a barbell.

After 45 without resistance training, men lose:
→ 1-2% muscle mass per year
→ Testosterone production declines faster
→ Bone density decreases
→ Metabolic rate slows
→ Risk of every major disease increases

Strength, Density & Longevity is a 12-week movement protocol built for men 45-55:

✅ Compound movements that maximize testosterone response
✅ Progressive overload built for longer recovery windows
✅ Mobility work that protects joints while building density
✅ Clear benchmarks to track real progress
✅ Minimal equipment — bodyweight or basic gym

This is not a general workout plan.

This is 12-week men's movement medicine.

💪 Build the body that carries you to 100 → $39
rivitalize.gumroad.com/l/strength-longevity

Link in bio.

#StrengthDensityLongevity #MenOver45 #BuildMuscle #MidlifeFitness #StrengthTraining #ReclaimAndRise #MensHealth #MidlifeMen #MuscleIsMedicine #AgingStrong #MenWhoLift #LongevityProtocol #StrengthAfter45 #MenWhoThrive #AlexanderWellness","","https://images.pexels.com/photos/841130/pexels-photo-841130.jpeg?auto=compress&cs=tinysrgb&w=1080&h=1080&dpr=1","","","","","","Reel",""
"2026/05/28 08:00","Most men over 45 are flying blind.

They know something is wrong. They just don't understand WHY — or what to actually do about it.

The Masterclass ends that.

Six modules. The complete science of men's midlife biology:

🎓 Module 1: The Hormone Hierarchy — why testosterone, cortisol, and estrogen are in conflict after 45
🎓 Module 2: The Metabolism Code — the 3 shifts causing midlife fat gain and how to reverse them
🎓 Module 3: Sleep Architecture & Recovery — rebuild your sleep for optimal hormone restoration
🎓 Module 4: Gut-Brain-Hormone Axis — how gut inflammation suppresses testosterone
🎓 Module 5: Movement as Medicine — the 4 movements every man 45+ must master
🎓 Module 6: The Reclaim Mindset — the mental operating system that makes it sustainable

This is the blueprint everything else is built on.

🎓 The Masterclass → $149
rivitalize.gumroad.com/l/masterclass-series

Link in bio.

#ReclaimMasterclass #MensHealthEducation #MenOver45 #SixPillars #MidlifeBlueprint #ReclaimAndRise #MidlifeMen #MensHealth #HormoneScience #KnowledgeIsPower #MenWhoLearn #MidlifeRecalibration #DrLCAlexander #AlexanderWellness #FullSystemReset","","https://images.pexels.com/photos/3778786/pexels-photo-3778786.jpeg?auto=compress&cs=tinysrgb&w=1080&h=1080&dpr=1","","","","","","Photo",""
"2026/05/30 09:00","5 days. Zero cost. Proof that it works.

Join the FREE 5-Day Energy Challenge for Men 45-55:

⚡ Day 1: The morning protocol that naturally spikes testosterone
⚡ Day 2: The 2 nutrients most men over 45 are critically missing
⚡ Day 3: The sleep architecture reset that doubles overnight recovery
⚡ Day 4: The 15-minute movement that re-ignites your metabolism
⚡ Day 5: The cortisol protocol that lowers stress hormones in minutes

5 days from now you'll know exactly what's possible.

Most men feel the difference by Day 3.

🎁 Claim your free spot → rivitalize.gumroad.com/l/energy-challenge

Link in bio.

#FreeChallenge #MensEnergyChallenge #MenOver45 #FiveDayReset #EnergyBoost #ReclaimAndRise #MidlifeMen #TestosteroneBoost #MensHealth #FreeMensReset #5DayChallenge #MenWhoThrive #MidlifeRecalibration #EnergyRecovery #AlexanderWellness","","https://images.pexels.com/photos/1552252/pexels-photo-1552252.jpeg?auto=compress&cs=tinysrgb&w=1080&h=1080&dpr=1","","","","","","Reel",""
"2026/06/01 07:00","Your testosterone production peaks during stage 3 deep sleep.

Which means every night of poor sleep is a night your body couldn't restore its hormones.

For men over 45, sleep architecture degrades:
→ Less time in deep sleep
→ More fragmented rest
→ Waking between 2-4am
→ Never feeling fully rested

The result: no matter how well you eat or train, your hormones can't complete their nightly reset.

The Sleep Recovery Protocol is a 21-day system that rebuilds your sleep architecture naturally:

😴 Pre-sleep protocol for growth hormone production
😴 The cortisol reset that stops the 3am wake-up cycle
😴 Sleep environment and timing optimization
😴 Morning routines that set your circadian rhythm for deeper sleep that night

21 days to rebuilt sleep. Better sleep = better everything.

😴 The Sleep Recovery Protocol → $39
rivitalize.gumroad.com/l/midlife-sleep-fix

Link in bio.

#SleepRecoveryProtocol #MensSleep #MenOver45 #SleepAndTestosterone #SleepScience #ReclaimAndRise #MidlifeMen #MensHealth #SleepFix #DeepSleep #MenWhoThrive #MidlifeRecalibration #RestoredSleep #SleepPerformance #AlexanderWellness","","https://images.pexels.com/photos/3786536/pexels-photo-3786536.jpeg?auto=compress&cs=tinysrgb&w=1080&h=1080&dpr=1","","","","","","Photo",""
"2026/06/03 07:00","Cortisol is the reason testosterone isn't responding — even when you're doing everything right.

Here's the mechanism:

Your body uses the same precursor molecule (pregnenolone) to produce both cortisol and testosterone.

Under chronic stress, the body always prioritizes cortisol.

Testosterone gets starved of its raw material.

This is called the pregnenolone steal — and it's hitting nearly every driven man over 45.

You cannot eat or train your way out of it.

You have to address the cortisol directly.

The Cortisol, Burnout & Recovery Protocol is a 6-week stress regulation system:

⚡ Adrenal restoration — rebuilding your depleted reserves
⚡ Nervous system regulation — calming chronic fight-or-flight
⚡ Evidence-based cortisol-lowering protocols
⚡ The recovery framework that high-performing men use

6 weeks. Fix the cortisol. Restore the testosterone.

⚡ Cortisol, Burnout & Recovery → $39
rivitalize.gumroad.com/l/burnout-recovery

Link in bio.

#CortisolBurnout #StressProtocol #MenOver45 #PregnenoloneSteal #CortisolTestosterone #ReclaimAndRise #MidlifeMen #MensHealth #BurnoutRecovery #AdrenalRecovery #MenWhoThrive #MidlifeRecalibration #CortisolControl #StressRegulation #AlexanderWellness","","https://images.pexels.com/photos/3759078/pexels-photo-3759078.jpeg?auto=compress&cs=tinysrgb&w=1080&h=1080&dpr=1","","","","","","Reel",""
"2026/06/05 08:00","Here's what happens in 30 days inside The Midlife Mindset Code:

Week 1: The Identification Phase
You identify the 3 specific cognitive patterns chronically elevating your cortisol — and understand for the first time why drive feels harder than it should.

Week 2: The Rewiring Phase
Using evidence-based cognitive restructuring, you begin breaking the patterns. Sleep improves. Morning drive starts returning. The fog starts lifting.

Week 3: The Identity Phase
This is where most men say things start to feel different. You're building the mental identity of the man you intend to be — not reacting to who you've been.

Week 4: The Installation Phase
You lock in the new mental operating system. Not as discipline. Not as habit. As your default way of operating.

The result: a mind working FOR your performance instead of against it.

🧠 The Midlife Mindset Code → $39
rivitalize.gumroad.com/l/mindset-reset

Link in bio.

#MindsetCode30Days #MensMindset #MenOver45 #MidlifeMindset #MindsetReset #ReclaimAndRise #MidlifeMen #MensHealth #MindsetProtocol #MentalRewiring #MenWhoThrive #MidlifeRecalibration #30DayMindset #MindsetAndHormones #AlexanderWellness","","https://images.pexels.com/photos/4498362/pexels-photo-4498362.jpeg?auto=compress&cs=tinysrgb&w=1080&h=1080&dpr=1","","","","","","Photo",""
